sid,group,eye,glasses,n_flash,n_beep,response,accuracy,rt,location,deg,visibility
SV119,Sighted Control,L,na,0.0,0.0,0,1,0.5256486000143923,4,5,Visible
SV119,Sighted Control,L,na,0.0,0.0,0,1,0.5760011000093073,3,15,Visible
SV119,Sighted Control,L,na,0.0,0.0,0,1,0.5264297999674454,9,15,Visible
SV119,Sighted Control,L,na,0.0,0.0,0,1,0.7756538999965414,16,5,Visible
SV119,Sighted Control,L,na,0.0,0.0,0,1,0.909692199958954,17,10,Visible
SV119,Sighted Control,L,na,0.0,0.0,0,1,0.5090570999891497,12,15,Visible
SV119,Sighted Control,L,na,0.0,0.0,0,1,0.9092002999968827,19,5,Visible
SV119,Sighted Control,L,na,0.0,0.0,0,1,0.7259841000195593,6,15,Visible
SV119,Sighted Control,L,na,0.0,0.0,0,1,0.7257391000166535,8,10,Visible
SV119,Sighted Control,L,na,0.0,0.0,0,1,0.6758939999854192,7,5,Visible
SV119,Sighted Control,L,na,0.0,0.0,0,1,0.5923664000001736,10,5,Visible
SV119,Sighted Control,L,na,0.0,0.0,0,1,0.5094077000394464,2,10,Visible
SV119,Sighted Control,L,na,0.0,0.0,0,1,0.5925107999937609,15,15,Visible
SV119,Sighted Control,L,na,0.0,0.0,0,1,0.4925317000015639,14,10,Visible
SV119,Sighted Control,L,na,0.0,0.0,0,1,0.7259777000290342,5,10,Visible
SV119,Sighted Control,L,na,0.0,0.0,0,1,0.4764856999972835,20,10,Visible
SV119,Sighted Control,L,na,0.0,0.0,0,1,0.7760181000339799,1,5,Visible
SV119,Sighted Control,L,na,0.0,0.0,0,1,0.7093040999607183,18,15,Visible
SV119,Sighted Control,L,na,0.0,0.0,0,1,0.8928158999769948,13,5,Visible
SV119,Sighted Control,L,na,0.0,0.0,0,1,0.7928100999561138,23,10,Visible
SV119,Sighted Control,L,na,0.0,0.0,0,1,0.8932111999602057,11,10,Visible
SV119,Sighted Control,L,na,0.0,0.0,0,1,0.39267729996936396,22,5,Visible
SV119,Sighted Control,L,na,0.0,0.0,0,1,0.6427937999833375,21,15,Visible
SV119,Sighted Control,L,na,0.0,0.0,0,1,0.676342599967029,24,15,Visible
