subject_id,location,strategy,fit_type,error,bic,r2,pcommon,sigma_v,sigma_a,sigma_p,mu_p,group,model
SV206,5,Matching,mll,107.93888326439942,232.69517272768684,0.8350264785431891,0.4398080567166479,0.6554534687311057,0.2,0.2049236681307736,1.5,Control,bci
SV206,10,Matching,mll,131.54383351744394,279.90507323377585,0.6770661292176551,0.1246991399960865,0.747759595700968,0.2,1.856118950302006,1.5,Control,bci
SV206,15,Matching,mll,134.40030636750717,285.6180189339024,0.8414911597714714,0.4367373553952125,0.5309511628444843,0.2,1.8372889130067909,1.5,Control,bci
SV207,raw,Averaging,mll,24.12757096923301,54.959556293430126,0.999666175487068,1.0,0.1211331906793471,0.2,4000.0,1.5,Control,mle
SV207,visible,Averaging,mll,24.12757096923301,54.959556293430126,0.999666175487068,1.0,0.1211331906793471,0.2,4000.0,1.5,Control,mle
SV207,5,Averaging,mll,10.318364581438606,26.24253122917321,0.9989156898863364,1.0,0.0901703352218076,0.2,4000.0,1.5,Control,mle
SV207,10,Averaging,mll,6.664182024279475,18.934166114854943,0.9998799812168112,1.0,0.1250494034332126,0.2,4000.0,1.5,Control,mle
SV207,15,Averaging,mll,6.648977254387139,18.903756575070275,0.9998790314977029,1.0,0.1247417732569674,0.2,4000.0,1.5,Control,mle
SV208,raw,Averaging,mll,128.3401798773225,263.3847741096091,0.9950845609867368,1.0,0.2812858278267467,0.2,4000.0,1.5,Control,mle
SV208,visible,Averaging,mll,128.3401798773225,263.3847741096091,0.9950845609867368,1.0,0.2812858278267467,0.2,4000.0,1.5,Control,mle
SV208,5,Averaging,mll,17.79679147321372,41.19938501272344,0.9982078954563371,1.0,0.28128216100264,0.2,4000.0,1.5,Control,mle
SV208,10,Averaging,mll,67.32666875061076,140.25913956751754,0.9796478079029608,1.0,0.2904714829263685,0.2,4000.0,1.5,Control,mle
SV208,15,Averaging,mll,42.200382834578384,90.00656773545276,0.995439177802246,1.0,0.2542085912661962,0.2,4000.0,1.5,Control,mle
SV209,raw,Averaging,mll,75.19162725076882,157.08766885650175,0.9934412768547978,1.0,0.3260559157441124,0.2,4000.0,1.5,Control,mle
SV209,visible,Averaging,mll,75.19162725076882,157.08766885650175,0.9934412768547978,1.0,0.3260559157441124,0.2,4000.0,1.5,Control,mle
SV209,5,Averaging,mll,27.48854807074117,60.58289820777835,0.9942502362661766,1.0,0.311157417077556,0.2,4000.0,1.5,Control,mle
SV209,10,Averaging,mll,22.04824001890667,49.702282104109344,0.9926534471918762,1.0,0.3294797752902254,0.2,4000.0,1.5,Control,mle
SV209,15,Averaging,mll,25.536539370260435,56.67888080681687,0.9931632147267494,1.0,0.3297481126619653,0.2,4000.0,1.5,Control,mle
SV210,raw,Averaging,mll,33.665889535695136,74.03619342635437,0.9915966317311684,1.0,0.3542609545377592,0.2,4000.0,1.5,Control,mle
SV210,visible,Averaging,mll,33.665889535695136,74.03619342635437,0.9915966317311684,1.0,0.3542609545377592,0.2,4000.0,1.5,Control,mle
SV210,5,Averaging,mll,22.38193179802376,50.36966566234352,0.9884049179977304,1.0,0.353919051269139,0.2,4000.0,1.5,Control,mle
SV210,10,Averaging,mll,5.369817855972181,16.34543777824036,0.9918441550000578,1.0,0.3539190512691389,0.2,4000.0,1.5,Control,mle
SV210,15,Averaging,mll,5.924060475292388,17.453923016880772,0.9924305702763634,1.0,0.3543940815811748,0.2,4000.0,1.5,Control,mle
SV211,raw,Averaging,mll,75.65609912941726,158.01661261379863,0.9999451890095828,1.0,0.184809610038911,0.2,4000.0,1.5,Control,mle
SV211,visible,Averaging,mll,75.65609912941726,158.01661261379863,0.9999451890095828,1.0,0.184809610038911,0.2,4000.0,1.5,Control,mle
SV211,5,Averaging,mll,25.95431941695783,57.51444090021166,0.9998800399162314,1.0,0.1824239974712044,0.2,4000.0,1.5,Control,mle
SV211,10,Averaging,mll,22.55300433796729,50.71181074223059,0.9999937917963192,1.0,0.1824124966682086,0.2,4000.0,1.5,Control,mle
SV211,15,Averaging,mll,26.917140047592085,59.44008216148017,0.9998840166682722,1.0,0.1907685111308568,0.2,4000.0,1.5,Control,mle
SV212,raw,Averaging,mll,21.150124344217275,49.00466304339866,0.9999998036166678,1.0,0.1368608154356003,0.2,4000.0,1.5,Control,mle
SV212,visible,Averaging,mll,21.150124344217275,49.00466304339866,0.9999998036166678,1.0,0.1368608154356003,0.2,4000.0,1.5,Control,mle
SV212,5,Averaging,mll,5.51989945101566,16.64560096832732,0.9999999229132372,1.0,0.1324942617054911,0.2,4000.0,1.5,Control,mle
SV212,10,Averaging,mll,9.139828751992972,23.88545957028194,0.999999920883468,1.0,0.1419866880606618,0.2,4000.0,1.5,Control,mle
SV212,15,Averaging,mll,6.220851417862526,18.04750490202105,0.999999980124372,1.0,0.1344332708226018,0.2,4000.0,1.5,Control,mle
SV213,raw,Averaging,mll,78.23354260961983,163.17149957420378,0.9962311713026644,1.0,0.2958112403706466,0.2,4000.0,1.5,Control,mle
SV213,visible,Averaging,mll,78.23354260961983,163.17149957420378,0.9962311713026644,1.0,0.2958112403706466,0.2,4000.0,1.5,Control,mle
SV213,5,Averaging,mll,49.91266134114693,105.43112474858984,0.9837845122328094,1.0,0.2958733369593371,0.2,4000.0,1.5,Control,mle
SV213,10,Averaging,mll,12.87363943108809,31.353080928472178,0.9977228873995122,1.0,0.2939419948374743,0.2,4000.0,1.5,Control,mle
SV213,15,Averaging,mll,15.441391256115304,36.488584578526606,0.9975104456567744,1.0,0.2962062861703939,0.2,4000.0,1.5,Control,mle
SV214,raw,Averaging,mll,22.007145293122484,50.71870494120908,0.9999867385829276,1.0,0.1343995892261669,0.2,4000.0,1.5,Control,mle
SV214,visible,Averaging,mll,22.007145293122484,50.71870494120908,0.9999867385829276,1.0,0.1343995892261669,0.2,4000.0,1.5,Control,mle
SV214,5,Averaging,mll,9.59444138177203,24.79468482984005,0.9998784880139124,1.0,0.134274974370547,0.2,4000.0,1.5,Control,mle
SV214,10,Averaging,mll,5.51989945101567,16.645600968327336,0.9999999229132372,1.0,0.1324753675470601,0.2,4000.0,1.5,Control,mle
SV214,15,Averaging,mll,6.863904273687192,19.33361061367038,0.9999991916769227,1.0,0.1361961319320137,0.2,4000.0,1.5,Control,mle
SV215,raw,Averaging,mll,180.67649102791805,368.0573964108002,0.9880187418217484,1.0,0.2564506753390262,0.2,4000.0,1.5,Control,mle
SV215,visible,Averaging,mll,161.26934210401788,329.222045153802,0.9913002071405036,1.0,0.2558018668798265,0.2,4000.0,1.5,Control,mle
SV215,invisible,Averaging,mll,16.034487118284584,34.90218758062539,-0.1049049186129367,1.0,0.9359377862208316,0.2,4000.0,1.5,Control,mle
SV215,5,Averaging,mll,73.3702196780733,152.3462414224426,0.979077033562679,1.0,0.2489064657706969,0.2,4000.0,1.5,Control,mle
SV215,10,Averaging,mll,56.21118279529543,118.02816765688684,0.9918371582528436,1.0,0.2528372307453997,0.2,4000.0,1.5,Control,mle
SV215,15,Averaging,mll,50.82690520991167,107.25961248611934,0.987548751318696,1.0,0.2636378901603693,0.2,4000.0,1.5,Control,mle
SV216,raw,Averaging,mll,78.29107554780845,163.286565450581,0.9999065383373158,1.0,0.1986950315100026,0.2,4000.0,1.5,Control,mle
SV216,visible,Averaging,mll,78.29107554780845,163.286565450581,0.9999065383373158,1.0,0.1986950315100026,0.2,4000.0,1.5,Control,mle
SV216,5,Averaging,mll,23.79277326221235,53.1913485907207,0.9999795120333614,1.0,0.1969857671448823,0.2,4000.0,1.5,Control,mle
SV216,10,Averaging,mll,27.182497426213786,59.97079691872357,0.9998863759106312,1.0,0.2043927807785435,0.2,4000.0,1.5,Control,mle
SV216,15,Averaging,mll,27.19258609376868,59.990974253833365,0.9998882482736006,1.0,0.1969397018040479,0.2,4000.0,1.5,Control,mle
