subject_id,location,strategy,fit_type,error,bic,r2,pcommon,sigma_v,sigma_a,sigma_p,mu_p,group,model
LV016,invisible,Averaging,mll,746.7270930078304,1500.0250689780005,0.229717121628417,1.0,0.090170329620254,0.2,4000.0,1.5,Low Vision,mle
LV016,5,Averaging,mll,245.0855369827534,495.7768760318028,0.4128619039197768,1.0,0.0901703308383663,0.2,4000.0,1.5,Low Vision,mle
LV016,10,Averaging,mll,245.0855369829227,495.7768760321414,0.3485251796029365,1.0,0.090170330082696,0.2,4000.0,1.5,Low Vision,mle
LV016,15,Averaging,mll,285.89193621838035,577.3896745030567,-0.3636726412640059,1.0,0.0901703292866155,0.2,4000.0,1.5,Low Vision,mle
LV017,raw,Averaging,mll,3.7357114369007807,14.175837228765667,0.9999866676767531,1.0,0.0901703354169544,0.2,4000.0,1.5,Low Vision,mle
LV017,visible,Averaging,mll,3.7357114369007807,14.175837228765667,0.9999866676767531,1.0,0.0901703354169544,0.2,4000.0,1.5,Low Vision,mle
LV017,5,Averaging,mll,3.513519004583971,12.63284007546394,0.9998814449394668,1.0,0.0901703353681914,0.2,4000.0,1.5,Low Vision,mle
LV017,10,Averaging,mll,0.1110962161566481,5.827994498609294,0.9999997300000004,1.0,0.0901703354413299,0.2,4000.0,1.5,Low Vision,mle
LV017,15,Averaging,mll,0.1110962161566481,5.827994498609294,0.9999997300000004,1.0,0.0901703354413299,0.2,4000.0,1.5,Low Vision,mle
LV018,raw,Averaging,mll,63.83408201080034,134.37257837656475,0.9992045355992306,1.0,0.2490817286977873,0.2,4000.0,1.5,Low Vision,mle
LV018,visible,Averaging,mll,63.83408201080034,134.37257837656475,0.9992045355992306,1.0,0.2490817286977873,0.2,4000.0,1.5,Low Vision,mle
LV018,5,Averaging,mll,26.56453319897423,58.734868464244464,0.9991713107408736,1.0,0.2440073845679105,0.2,4000.0,1.5,Low Vision,mle
LV018,10,Averaging,mll,18.35170104341738,42.30920415313076,0.999044544201664,1.0,0.2542029423030269,0.2,4000.0,1.5,Low Vision,mle
LV018,15,Averaging,mll,18.857010024320537,43.31982211493708,0.9989290905628964,1.0,0.2490691831752237,0.2,4000.0,1.5,Low Vision,mle
LV019,raw,Averaging,mll,107.7038117894262,222.1120379338165,0.9933800798709108,1.0,0.3270867328822628,0.2,4000.0,1.5,Low Vision,mle
LV019,visible,Averaging,mll,93.00163477149874,192.68663048876377,0.9945452208828496,1.0,0.3283757674924395,0.2,4000.0,1.5,Low Vision,mle
LV019,invisible,Averaging,mll,12.945310466911677,28.72383427787957,0.5449650965426478,1.0,0.5103320259924286,0.2,4000.0,1.5,Low Vision,mle
LV019,5,Averaging,mll,14.770497830368424,35.14679772703285,0.9951283678095766,1.0,0.3310596759223309,0.2,4000.0,1.5,Low Vision,mle
LV019,10,Averaging,mll,31.27180103186605,68.1494041300281,0.9914193263367144,1.0,0.3388779265711985,0.2,4000.0,1.5,Low Vision,mle
LV019,15,Averaging,mll,61.56699833354498,128.73979873338595,0.9739205593605124,1.0,0.3128780734486993,0.2,4000.0,1.5,Low Vision,mle
LV020,raw,Matching,mll,310.46848135486056,641.0502057746135,0.8458156089922717,0.9456075685262256,0.8504966863687321,0.2,1.160973304583056,1.5,Low Vision,bci
LV020,visible,Matching,mll,310.46848135486056,641.0502057746135,0.8458156089922717,0.9456075685262256,0.8504966863687321,0.2,1.160973304583056,1.5,Low Vision,bci
LV020,5,Averaging,mll,92.43137295883017,190.4685479839564,0.9107462869856312,1.0,0.4732005245601225,0.2,4000.0,1.5,Low Vision,mle
